https://www.nature.com/articles/d41586-020-01518-y|Universities will never be the same after the coronavirus crisis|nature|Nature
https://www.nature.com/articles/d41586-020-01574-4|What’s the risk that animals will spread the coronavirus?|nature|Nature
https://www.nature.com/articles/d41586-020-01599-9|Safety fears over drug hyped to treat the coronavirus spark global confusion|nature|Nature
https://www.nature.com/articles/d42859-020-00002-x|The Genome Aggregation Database (gnomAD)|nature|Nature
https://www.nature.com/articles/d41586-020-01646-5|Daily briefing: The oldest land animal ever found|nature|Nature
https://www.nature.com/articles/d41586-020-01574-4|What’s the risk that animals will spread the coronavirus?|nature|Nature
https://www.nature.com/articles/d41586-020-01605-0|Artists explore new ways of knowing in a time of information overload|nature|Nature
https://www.nature.com/articles/d41586-020-01518-y|Universities will never be the same after the coronavirus crisis|nature|Nature
https://www.nature.com/articles/d41586-020-00502-w|Coronavirus research updates: Positive coronavirus test is no guarantee of infectiousness|nature|Nature
https://www.nature.com/articles/d41586-020-01587-z|Return to the lab: scientists face shiftwork, masks and distancing as coronavirus lockdowns ease|nature|Nature
https://www.nature.com/articles/d41586-020-01136-8|Coronavirus in charts: the fact-checkers correcting falsehoods|nature|Nature
https://www.nature.com/articles/d41586-020-01485-4|Thousands of human sequences provide deep insight into single genomes|nature|Nature
https://www.nature.com/articles/s41586-020-2267-z|Evaluating drug targets through human loss-of-function genetic variation|nature|Nature
https://www.nature.com/articles/d41586-020-01483-6|How sex chromosomes break up to get together|nature|Nature
https://www.nature.com/articles/d41586-020-01455-w|An almost perfectly efficient light-activated catalyst for producing hydrogen from water|nature|Nature
https://www.nature.com/articles/d41586-020-01484-5|Short-term tests validate long-term estimates of climate change|nature|Nature
https://www.nature.com/articles/d41586-020-01486-3|Parkinson’s disease grafts benefit from well-timed growth factor|nature|Nature
https://www.nature.com/articles/d41586-020-01418-1|Galaxy disk observed to have formed shortly after the Big Bang|nature|Nature
https://www.nature.com/articles/d41586-020-01420-7|Artificial eye boosted by hemispherical retina|nature|Nature
https://www.nature.com/articles/d41586-020-01282-z|Neuroimaging results altered by varying analysis pipelines|nature|Nature
https://www.nature.com/articles/d41586-020-01287-8|Extinct proteins resurrected to reconstruct the evolution of vertebrate haemoglobin|nature|Nature
https://www.nature.com/articles/s41586-020-2399-1|Desymmetrization of difluoromethylene groups by C–F bond activation|nature|Nature
https://www.nature.com/articles/s41586-020-2308-7|The mutational constraint spectrum quantified from variation in 141,456 humans|nature|Nature
https://www.nature.com/articles/s41586-020-2327-4|Ensuring meiotic DNA break formation in the mouse pseudoautosomal region|nature|Nature
https://www.nature.com/articles/s41586-020-2315-8|Phase and context shape the function of composite oncogenic mutations|nature|Nature
https://www.nature.com/articles/s41586-020-2298-5|Seeded growth of large single-crystal copper foils with high-index facets|nature|Nature
https://www.nature.com/naturecareers/events/event/olc-conferences-91937|International conference on Surface Metallurgical Coatings and Thin Film|nature|Nature
https://www.nature.com/naturecareers/events/event/fusion-conferences-ltd-87809|3rd Chromosomal Instability as a Driver of Human Disease Conference|nature|Nature
https://www.nature.com/naturecareers/events/event/university-of-primorska-50603|8th European Congress of Mathematics (ECM)|nature|Nature
https://www.nature.com/naturecareers/events/event/committee-on-space-research-cospar-77887|43rd COSPAR Scientific Assembly and Associated Events|nature|Nature
https://www.nature.com/naturecareers/job/phd-position-on-simulating-cytoskeletal-dynamics-julich-research-centre-fzj-687713|PhD Position on “Simulating Cytoskeletal Dynamics”|nature|Nature
https://www.nature.com/naturecareers/job/career-opportunities-for-talents-in-south-china-normal-university-south-china-normal-university-693997|Career Opportunities for Talents in South China Normal University|nature|Nature
https://www.nature.com/naturecareers/job/faculty-positions-at-the-chinese-institute-for-brain-research-beijing-cibr-the-chinese-institute-for-brain-research-cibr-707235|Faculty Positions at the Chinese Institute for Brain Research, Beijing (CIBR)|nature|Nature
https://www.nature.com/naturecareers/job/highlevel-postdoctoral-research-fellow-recruitment-the-international-joint-center-for-biomedical-innovation-jcbi-henan-university-kaifeng-china-henan-university-henu-708463|High-level Postdoctoral research fellow recruitment - The international Joint Center for Biomedical Innovation (JCBI), Henan University : Kaifeng, China|nature|Nature
https://www.nature.com/naturecareers/job/phd-position-in-mass-spectrometer-development-for-inline-nanoanalytics-mf-luxembourg-institute-of-science-and-technology-list-708689|PhD position in mass spectrometer development for in-line nano-analytics (M/F)|nature|Nature
https://www.sciencedaily.com/releases/2020/05/200530172612.htm|Historic Test Flight of SpaceX Crew Dragon|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200529161221.htm|Evolution of Coronavirus from Animals to Humans|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526161131.htm|New Class of Cosmic Explosions Discovered|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526151738.htm|Women With Neanderthal Gene: Better Fertility?|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526111251.htm|Babies Know When You Imitate Them|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200519114233.htm|COVID-19: Drop in Global Carbon Emissions|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200521151836.htm|Tipping Point Temperature for Tropical Forests|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200530172612.htm|Historic Test Flight of SpaceX Crew Dragon|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200529161221.htm|Evolution of Coronavirus from Animals to Humans|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526161131.htm|New Class of Cosmic Explosions Discovered|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526151738.htm|Increased Fertility for Women With Neanderthal Gene, Study Suggests|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526111251.htm|Babies Know When You Imitate Them -- And Like It|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200518145008.htm|Scientists Find Brain Center That 'Profoundly' Shuts Down Pain|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200512134433.htm|Our Ability to Focus May Falter After Eating One Meal High in Saturated Fat|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200518162639.htm|New Study Estimates the Odds of Life and Intelligence Emerging Beyond Our Planet|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200511112537.htm|Giant Meteorite Impacts Formed Parts of the Moon's Crust, New Evidence Shows|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200507163959.htm|Telescopes and Spacecraft Join Forces to Probe Deep Into Jupiter's Atmosphere|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200506091537.htm|ESO Instrument Finds Closest Black Hole to Earth|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526111320.htm|Dinosaur-Dooming Asteroid Struck Earth at 'Deadliest Possible' Angle|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200519114233.htm|COVID-19 Crisis Causes 17 Percent Drop in Global Carbon Emissions|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200521151836.htm|Tropical Forests Can Handle the Heat, Up to a Point|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526151738.htm|Women With Neanderthal Gene: Better Fertility?|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200526111251.htm|Babies Know When You Imitate Them|scdaily|Science Daily
https://www.sciencedaily.com/releases/2020/05/200518145008.htm|'Off-Switch' for Pain Discovered in Brain|scdaily|Science Daily
